Age,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,DistanceFromHome,NumCompaniesWorked,EnvironmentSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Education,Department,JobRole,MaritalStatus,EducationField,Gender,BusinessTravel,StockOptionLevel,Attrition
43,8291,4,3,7,0,22,6,2,3,3,10,6,3,1,R&D,Healthcare Rep,Married,Other,Male,Non-Travel,2,0
38,7276,2,3,5,0,12,5,1,1,3,5,2,3,5,R&D,Manager,Married,HR,Male,Travel_Rarely,1,0
56,1000,3,2,15,0,11,8,4,3,3,12,10,1,2,HR,Sales Rep,Married,Life Sci,Female,Travel_Rarely,3,0
53,2757,4,1,23,1,29,4,2,2,2,8,4,2,3,R&D,Research Sci,Divorced,Other,Female,Travel_Rarely,0,0
50,1000,4,3,38,0,25,3,2,2,4,14,1,4,2,R&D,Lab Tech,Divorced,Life Sci,Male,Non-Travel,1,0
47,1340,3,2,29,0,20,2,3,1,1,13,3,1,5,Sales,HR,Divorced,Tech Degree,Female,Travel_Rarely,1,0
54,10172,2,1,12,0,22,9,2,2,4,2,9,1,4,R&D,Research Sci,Divorced,Tech Degree,Male,Travel_Rarely,1,0
40,3201,1,4,4,1,24,0,4,3,4,14,1,6,1,Sales,Lab Tech,Divorced,Tech Degree,Male,Non-Travel,2,0
27,3832,3,2,24,0,25,2,3,3,3,8,7,6,1,R&D,HR,Single,Other,Male,Travel_Rarely,3,0
22,1000,1,1,19,0,19,2,3,4,1,3,0,6,3,R&D,Manager,Divorced,Marketing,Female,Travel_Rarely,2,0
53,1871,1,2,17,0,2,6,3,4,4,4,5,5,1,R&D,Sales Rep,Married,Other,Male,Travel_Rarely,0,0
51,1308,3,1,17,0,22,6,1,4,1,6,10,0,4,R&D,Lab Tech,Divorced,HR,Male,Travel_Rarely,0,0
48,1154,4,1,1,0,20,0,3,3,2,5,9,3,2,HR,Sales Rep,Married,HR,Female,Travel_Rarely,1,0
27,5080,1,4,9,1,1,2,2,3,3,9,12,4,4,Sales,Lab Tech,Single,Medical,Male,Travel_Rarely,1,0
36,1484,1,2,11,0,8,7,1,1,1,7,0,3,3,Sales,Manager,Married,Medical,Female,Travel_Rarely,1,0
49,4998,2,3,12,1,25,8,1,4,2,7,1,2,3,HR,HR,Married,HR,Female,Travel_Frequently,2,0
18,1000,4,4,10,0,14,6,1,3,2,7,2,0,1,R&D,Sales Rep,Single,Life Sci,Male,Non-Travel,3,0
22,1000,1,4,18,0,9,6,1,1,2,2,8,1,4,R&D,Research Sci,Married,HR,Female,Travel_Rarely,2,0
21,1604,2,1,34,1,2,7,1,3,4,14,4,0,2,Sales,HR,Married,Marketing,Female,Non-Travel,0,1
33,4544,4,3,38,0,25,5,1,1,4,13,9,1,4,Sales,Research Sci,Married,Medical,Female,Travel_Rarely,1,0
41,5632,3,2,25,1,23,2,1,4,3,9,9,6,2,Sales,Research Sci,Married,Medical,Male,Travel_Rarely,1,0
33,2923,3,3,13,0,5,0,3,4,3,5,11,0,2,Sales,Manager,Single,Other,Male,Travel_Frequently,2,0
19,2951,2,3,23,1,23,6,4,4,2,6,0,1,4,R&D,Sales Exec,Divorced,Medical,Male,Non-Travel,0,0
45,6446,3,3,0,0,29,0,2,3,3,8,2,3,5,Sales,Sales Exec,Married,HR,Female,Travel_Frequently,3,0
49,1000,1,3,21,0,25,0,2,3,4,9,4,6,4,R&D,Sales Rep,Single,Medical,Male,Travel_Rarely,1,0
44,2085,4,3,22,0,8,8,3,1,3,9,16,6,2,Sales,Healthcare Rep,Married,Medical,Male,Travel_Rarely,1,0
37,8538,1,1,18,0,16,9,3,2,1,13,7,6,3,R&D,Mfg Dir,Married,Other,Female,Non-Travel,0,0
41,4621,1,1,17,0,22,6,1,2,4,11,16,3,3,HR,Sales Exec,Single,HR,Male,Travel_Rarely,1,1
29,2056,3,4,11,0,16,3,4,4,2,14,8,3,1,Sales,Sales Rep,Married,Life Sci,Female,Travel_Rarely,3,0
52,11797,1,1,27,0,13,5,1,2,2,3,5,3,3,R&D,Research Sci,Married,Medical,Male,Travel_Rarely,2,0
50,7405,3,4,27,0,20,0,3,4,3,4,16,6,5,R&D,Sales Exec,Married,Medical,Female,Travel_Rarely,0,0
50,1538,4,4,32,1,29,6,1,1,4,7,7,0,2,Sales,Manager,Married,Medical,Female,Travel_Rarely,1,1
54,5182,4,2,18,0,15,5,2,2,2,0,6,1,4,R&D,Sales Rep,Married,Marketing,Female,Travel_Rarely,1,0
29,4528,1,3,27,0,1,3,2,2,2,11,6,3,4,R&D,Mfg Dir,Single,HR,Female,Travel_Rarely,3,0
20,2564,2,1,36,0,22,6,1,4,4,5,14,0,5,R&D,Lab Tech,Divorced,Medical,Male,Travel_Rarely,2,0
18,2286,3,2,25,0,3,2,4,1,4,14,6,1,3,R&D,Healthcare Rep,Single,Marketing,Female,Travel_Rarely,3,0
50,2104,3,1,34,0,6,0,1,2,2,3,7,6,2,R&D,Research Sci,Married,Life Sci,Female,Travel_Rarely,2,0
57,4800,1,4,33,0,22,3,1,2,3,4,8,0,3,Sales,Research Sci,Single,Life Sci,Female,Travel_Rarely,3,0
27,2920,3,1,34,1,14,2,4,2,3,10,14,6,1,R&D,Lab Tech,Married,Other,Female,Travel_Rarely,2,0
46,8914,3,3,39,1,4,0,4,1,3,4,1,5,3,Sales,Sales Exec,Married,Other,Female,Non-Travel,1,0
30,5537,2,4,15,0,18,1,4,1,1,1,6,3,1,R&D,Lab Tech,Single,Other,Female,Travel_Rarely,1,0
29,1000,2,4,37,0,15,4,2,2,4,7,14,2,4,R&D,Research Sci,Married,Marketing,Male,Travel_Rarely,1,0
48,5110,1,2,12,0,9,7,1,4,2,14,9,0,2,Sales,Mfg Dir,Single,Life Sci,Female,Travel_Rarely,0,0
19,1581,2,3,22,0,18,0,3,4,1,1,0,3,1,R&D,Sales Exec,Married,Other,Male,Travel_Rarely,2,0
52,4492,1,4,21,0,3,3,4,2,3,3,6,4,3,HR,Sales Rep,Married,Tech Degree,Female,Travel_Frequently,0,0
40,5699,4,3,15,0,10,3,4,1,1,11,2,1,3,R&D,Research Sci,Single,Other,Female,Travel_Frequently,2,0
34,1312,1,1,27,0,17,4,1,2,2,12,13,5,4,R&D,Lab Tech,Divorced,Life Sci,Male,Travel_Frequently,1,1
43,3051,4,3,34,0,7,6,3,1,2,4,11,3,5,R&D,Research Sci,Single,Tech Degree,Female,Non-Travel,0,0
25,1055,1,4,7,0,15,7,1,2,4,13,13,4,5,HR,Research Sci,Single,Marketing,Female,Travel_Rarely,0,1
46,1000,3,2,21,1,1,5,1,1,3,0,3,0,3,R&D,Mfg Dir,Married,Tech Degree,Male,Travel_Rarely,3,1
43,2377,2,4,20,0,27,0,4,3,3,5,12,0,5,R&D,Mfg Dir,Married,Life Sci,Male,Travel_Rarely,2,0
27,2254,4,3,25,1,25,6,4,4,1,1,15,4,2,Sales,Director,Married,Medical,Male,Travel_Rarely,3,0
43,20000,1,3,39,1,27,2,2,3,3,13,15,5,5,Sales,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,0,1
51,2956,2,4,20,0,11,5,3,4,1,4,4,4,2,R&D,Manager,Divorced,Life Sci,Female,Travel_Frequently,0,0
58,2029,1,3,24,0,17,7,3,1,2,14,5,1,3,R&D,Lab Tech,Married,Other,Male,Travel_Rarely,1,0
24,4343,2,1,0,0,5,6,4,3,2,5,5,0,3,R&D,Mfg Dir,Single,Medical,Male,Travel_Rarely,3,1
21,1000,2,4,5,1,7,9,4,4,2,10,5,4,3,HR,Director,Married,Marketing,Male,Non-Travel,3,0
28,16307,1,2,22,1,19,5,4,2,2,7,6,2,4,Sales,Sales Exec,Divorced,Marketing,Female,Travel_Rarely,3,1
46,5038,4,4,22,0,25,8,3,1,2,8,15,2,5,Sales,Research Sci,Married,HR,Male,Travel_Rarely,2,0
53,7029,4,1,22,0,24,8,2,1,1,12,8,4,1,HR,Healthcare Rep,Single,Marketing,Female,Travel_Rarely,0,0
42,1000,3,1,31,1,29,0,3,2,2,14,12,1,1,Sales,Lab Tech,Married,HR,Female,Travel_Rarely,3,0
38,2633,2,1,29,0,15,0,4,2,1,11,11,0,3,R&D,Lab Tech,Single,Marketing,Female,Travel_Rarely,1,0
53,2746,3,1,12,1,3,0,4,4,2,5,0,2,5,R&D,HR,Married,Marketing,Female,Travel_Rarely,0,0
27,8624,3,1,17,1,15,7,2,1,1,4,7,4,2,Sales,Mfg Dir,Divorced,Marketing,Male,Travel_Rarely,1,0
54,1000,1,2,22,0,5,9,1,4,1,11,3,6,1,Sales,Healthcare Rep,Married,HR,Male,Travel_Rarely,0,0
26,1789,1,3,14,0,23,6,1,2,1,3,4,4,3,R&D,Sales Rep,Married,Other,Female,Non-Travel,1,0
41,19879,1,1,32,0,12,2,3,1,3,1,16,3,1,HR,HR,Divorced,HR,Male,Travel_Rarely,3,0
52,3220,2,1,20,0,20,1,1,2,1,1,2,4,1,R&D,Manager,Married,Tech Degree,Male,Non-Travel,3,0
52,2410,1,4,38,0,5,3,1,4,1,6,0,1,1,R&D,Lab Tech,Married,Life Sci,Male,Travel_Rarely,1,0
53,1000,1,2,22,1,3,2,3,4,2,4,0,2,3,R&D,Director,Single,Life Sci,Male,Non-Travel,2,0
35,18280,2,2,26,1,9,6,4,4,1,6,8,3,3,Sales,Director,Married,Other,Female,Travel_Frequently,1,0
56,1000,2,3,17,1,26,9,1,1,1,12,4,2,4,Sales,Sales Rep,Married,Life Sci,Male,Travel_Rarely,0,0
49,6681,4,2,23,0,9,7,4,2,4,10,6,2,4,R&D,HR,Married,Marketing,Male,Travel_Rarely,1,0
41,7318,1,4,39,1,7,5,3,2,3,0,5,1,4,Sales,HR,Divorced,Other,Female,Travel_Rarely,1,0
40,1396,1,4,6,1,26,2,4,4,4,0,16,4,1,Sales,Director,Divorced,Life Sci,Male,Travel_Rarely,0,0
49,5566,1,3,19,0,2,5,4,4,2,4,16,1,5,R&D,Director,Married,HR,Male,Travel_Rarely,3,0
54,1000,4,4,26,0,23,1,3,4,3,1,12,4,3,R&D,Research Sci,Married,Tech Degree,Male,Travel_Rarely,0,1
29,1485,1,1,5,0,23,6,4,4,3,7,11,3,4,Sales,Director,Married,Medical,Female,Travel_Rarely,1,0
30,7753,4,1,26,1,27,9,1,3,4,13,3,1,5,R&D,Mfg Dir,Single,Tech Degree,Male,Non-Travel,0,1
40,10000,3,4,8,0,21,6,1,3,3,14,7,1,4,R&D,Director,Single,Life Sci,Male,Non-Travel,1,0
42,4688,4,3,30,1,16,3,1,3,4,2,4,6,4,Sales,HR,Married,Other,Female,Travel_Rarely,3,0
52,3534,3,2,20,0,9,7,1,4,1,0,4,5,5,HR,Research Sci,Married,Life Sci,Male,Non-Travel,1,0
58,1000,1,3,25,0,13,3,4,4,4,12,12,0,4,Sales,Manager,Divorced,HR,Female,Travel_Rarely,1,0
47,1000,3,2,39,0,28,6,1,2,3,1,10,1,1,HR,HR,Single,Tech Degree,Female,Non-Travel,3,0
34,1000,4,4,12,0,27,3,4,1,3,9,7,5,1,Sales,Director,Married,HR,Female,Travel_Rarely,0,1
37,1289,2,4,22,0,19,4,2,2,2,9,7,0,1,HR,Director,Married,HR,Male,Travel_Rarely,2,0
42,2090,3,1,19,0,20,6,4,3,2,6,0,6,2,Sales,Director,Married,Medical,Male,Travel_Rarely,2,0
39,2397,3,2,36,1,17,9,1,2,2,5,12,4,4,R&D,Research Sci,Divorced,HR,Male,Travel_Rarely,1,0
30,2125,1,3,27,0,6,2,2,4,2,11,4,4,2,R&D,Lab Tech,Divorced,HR,Male,Travel_Rarely,1,0
36,1365,4,4,16,0,4,9,3,3,3,7,7,4,3,R&D,Research Sci,Single,Medical,Male,Travel_Rarely,3,0
53,3563,3,3,27,0,1,4,4,3,2,6,16,5,5,R&D,Sales Exec,Single,Marketing,Female,Travel_Rarely,0,0
29,8723,3,1,1,0,18,2,1,1,4,13,12,5,3,Sales,Mfg Dir,Single,Marketing,Female,Non-Travel,2,0
58,1640,3,2,24,0,19,4,1,1,1,9,8,0,2,R&D,Healthcare Rep,Married,Other,Female,Travel_Rarely,2,1
36,14270,3,2,5,0,9,2,1,3,3,12,1,4,1,Sales,Mfg Dir,Married,Medical,Female,Travel_Rarely,3,0
29,10331,2,4,10,1,13,9,3,3,2,7,16,2,4,HR,Director,Married,Other,Male,Travel_Frequently,3,0
26,1000,4,2,37,0,8,6,2,2,3,2,6,1,4,Sales,Healthcare Rep,Married,Other,Female,Travel_Rarely,2,0
24,7715,1,4,5,1,23,0,2,3,2,5,2,5,1,R&D,Manager,Married,HR,Female,Non-Travel,0,1
45,4273,1,1,10,1,13,8,1,4,3,12,8,5,4,R&D,HR,Married,Other,Male,Travel_Rarely,0,0
31,4180,2,2,13,0,15,8,4,2,2,6,9,5,5,R&D,Lab Tech,Married,Life Sci,Female,Travel_Frequently,0,0
48,2480,4,4,1,0,11,4,1,4,1,14,13,0,5,Sales,Research Sci,Married,Tech Degree,Male,Non-Travel,1,0
36,3477,3,3,39,0,12,8,1,4,2,9,14,4,5,R&D,Sales Exec,Single,Life Sci,Male,Travel_Rarely,0,0
33,2530,2,4,2,1,14,9,4,4,4,10,0,2,3,R&D,Sales Rep,Married,Life Sci,Male,Travel_Rarely,1,0
22,3879,4,2,34,1,4,5,1,3,3,0,5,1,1,HR,Mfg Dir,Married,HR,Female,Travel_Rarely,1,0
52,4943,3,1,32,0,1,4,3,1,3,0,14,1,5,R&D,Sales Exec,Married,Tech Degree,Female,Travel_Rarely,3,0
29,5608,2,2,23,1,24,2,1,1,4,6,5,4,2,R&D,Director,Divorced,Other,Female,Travel_Frequently,1,1
42,3801,4,2,18,0,4,7,3,4,4,12,0,2,5,R&D,Research Sci,Divorced,Tech Degree,Female,Travel_Rarely,1,0
38,6390,1,4,17,1,19,3,1,3,1,10,2,0,3,Sales,Research Sci,Divorced,Other,Female,Travel_Rarely,3,0
53,1000,1,3,23,1,9,9,2,2,3,12,16,5,2,R&D,HR,Married,Marketing,Female,Travel_Rarely,0,0
40,1191,4,2,34,0,10,2,4,4,1,2,15,5,1,R&D,Healthcare Rep,Married,Medical,Male,Travel_Rarely,0,0
33,8538,1,3,0,0,4,5,2,2,3,2,7,6,1,R&D,Healthcare Rep,Married,HR,Male,Travel_Frequently,2,0
56,1946,4,4,35,0,20,7,1,2,3,14,16,4,5,R&D,Manager,Single,Other,Female,Travel_Rarely,2,0
59,1000,3,3,24,0,9,8,1,3,1,4,7,1,2,R&D,Healthcare Rep,Married,Other,Female,Travel_Rarely,1,0
56,1000,4,4,33,1,13,5,3,3,3,14,16,5,2,HR,Healthcare Rep,Single,Tech Degree,Male,Travel_Rarely,2,0
31,1265,3,1,24,0,12,4,1,1,3,10,8,6,5,R&D,Director,Married,HR,Male,Non-Travel,3,0
48,15770,2,3,15,0,11,1,1,1,1,5,11,1,5,R&D,Director,Married,Other,Male,Travel_Rarely,2,0
22,4255,4,3,33,0,12,1,1,3,2,1,3,1,4,R&D,Sales Exec,Divorced,Marketing,Female,Travel_Rarely,2,0
52,13495,2,1,28,1,18,8,2,4,1,2,10,4,4,R&D,Research Sci,Single,Life Sci,Female,Travel_Rarely,1,1
40,4280,1,3,18,0,12,1,3,1,3,5,3,3,5,Sales,Research Sci,Divorced,Other,Female,Travel_Rarely,3,0
46,3263,3,1,22,0,16,1,2,2,4,2,13,6,3,Sales,Research Sci,Single,Tech Degree,Male,Travel_Rarely,2,0
28,1882,4,2,18,0,5,2,3,4,2,13,13,3,4,Sales,Sales Exec,Single,Marketing,Female,Travel_Rarely,0,0
35,4661,2,4,24,1,20,2,2,2,4,4,5,3,5,R&D,Sales Rep,Married,HR,Female,Non-Travel,3,0
29,1000,3,1,15,1,25,3,1,3,2,8,16,6,2,R&D,Director,Married,Other,Female,Travel_Rarely,3,0
26,11426,3,3,8,0,12,6,2,2,4,11,1,2,4,R&D,Sales Exec,Single,Marketing,Female,Travel_Frequently,1,0
27,8840,1,1,0,0,21,8,2,4,2,2,7,4,3,R&D,Research Sci,Single,Marketing,Female,Travel_Rarely,3,1
34,1910,1,3,18,0,25,1,3,3,1,11,3,6,1,HR,Director,Married,Marketing,Female,Travel_Rarely,3,0
55,15266,3,2,32,0,11,3,3,4,2,10,9,1,2,R&D,Lab Tech,Married,Marketing,Male,Non-Travel,3,0
24,8720,3,1,33,0,9,8,2,2,2,12,6,6,3,R&D,Healthcare Rep,Married,Marketing,Female,Travel_Rarely,3,0
30,5487,4,2,15,1,18,1,3,4,2,12,3,5,3,Sales,Director,Married,Marketing,Male,Travel_Rarely,3,0
57,1000,3,4,39,0,25,9,3,3,3,5,15,6,3,Sales,Director,Single,Medical,Male,Travel_Rarely,3,0
59,3252,4,3,17,1,3,0,3,2,4,10,13,2,2,Sales,Research Sci,Divorced,HR,Male,Travel_Rarely,3,0
26,3527,3,3,33,0,20,9,4,2,1,4,15,3,3,Sales,Mfg Dir,Single,Life Sci,Female,Travel_Frequently,0,0
44,1323,1,2,24,0,17,7,3,1,4,4,8,0,1,Sales,Sales Rep,Married,HR,Female,Travel_Rarely,3,0
19,1000,4,4,5,1,14,8,4,1,4,10,3,2,4,R&D,Director,Married,Tech Degree,Female,Travel_Rarely,1,0
22,7496,2,1,20,0,1,6,4,4,1,13,5,2,2,Sales,Sales Exec,Divorced,Tech Degree,Female,Travel_Rarely,0,0
46,1000,1,1,5,0,17,7,3,1,3,13,0,4,3,Sales,Manager,Married,HR,Male,Non-Travel,3,0
54,4510,4,3,31,0,25,3,2,1,2,5,6,5,5,Sales,Research Sci,Married,Marketing,Female,Travel_Rarely,2,0
55,13779,4,2,38,0,27,3,3,1,3,5,0,2,4,R&D,Research Sci,Married,Medical,Male,Travel_Frequently,1,0
36,10441,2,2,30,0,8,1,1,1,3,0,7,6,2,R&D,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,0,0
25,1626,4,1,9,0,5,7,2,3,2,10,2,5,5,R&D,HR,Married,Other,Female,Travel_Rarely,1,0
18,9534,3,4,29,1,5,1,4,3,4,14,0,4,5,Sales,Manager,Married,Other,Male,Travel_Rarely,0,0
39,1000,2,4,17,0,9,8,4,1,2,8,0,6,3,R&D,Lab Tech,Divorced,Marketing,Male,Travel_Rarely,2,0
34,1000,1,1,23,1,3,3,2,4,1,4,6,0,2,Sales,Healthcare Rep,Single,HR,Male,Travel_Rarely,1,0
24,4613,1,1,8,0,19,0,2,3,2,0,12,1,3,Sales,HR,Divorced,Other,Female,Non-Travel,1,0
42,2269,3,2,30,1,23,3,3,1,4,7,0,1,1,HR,Director,Divorced,HR,Male,Travel_Rarely,0,0
21,2442,1,4,14,0,9,2,4,3,3,6,15,3,5,HR,Lab Tech,Married,Medical,Male,Travel_Rarely,0,0
53,4155,4,1,3,1,22,5,1,2,3,6,13,3,1,R&D,Sales Exec,Married,Medical,Male,Travel_Rarely,2,0
23,1064,4,1,39,0,18,6,3,3,2,14,3,0,3,HR,Sales Rep,Married,HR,Female,Travel_Rarely,3,0
48,1189,3,3,8,0,16,7,2,3,1,13,11,1,4,R&D,Sales Exec,Divorced,Marketing,Male,Travel_Rarely,0,0
36,3314,1,1,8,0,1,1,4,4,4,4,11,3,5,Sales,Sales Exec,Single,Marketing,Male,Travel_Frequently,0,0
56,7017,1,1,25,0,2,5,2,3,3,0,16,5,4,HR,Sales Exec,Married,Marketing,Female,Travel_Rarely,0,0
44,4831,3,4,3,0,14,5,2,4,2,8,14,2,2,Sales,Manager,Married,Other,Male,Travel_Rarely,2,0
27,1764,2,2,16,0,14,9,2,2,1,10,9,4,5,R&D,Research Sci,Divorced,Life Sci,Male,Travel_Rarely,3,0
43,2813,1,4,15,0,1,4,3,1,1,8,2,6,1,Sales,Director,Divorced,Life Sci,Male,Travel_Rarely,3,0
36,1000,2,2,14,1,26,9,1,4,3,7,11,3,4,R&D,Healthcare Rep,Married,Marketing,Female,Travel_Rarely,2,1
56,1000,1,3,34,0,26,9,1,3,3,4,0,0,2,R&D,Manager,Single,HR,Male,Non-Travel,3,0
20,7632,1,1,4,0,25,6,4,3,4,13,0,6,5,R&D,HR,Married,Medical,Male,Travel_Rarely,1,0
30,1542,1,3,4,1,16,2,2,4,1,2,9,1,2,Sales,HR,Single,Tech Degree,Male,Travel_Rarely,2,0
45,1000,1,2,19,0,15,3,1,2,4,7,14,0,1,R&D,Manager,Divorced,Medical,Male,Travel_Rarely,0,0
37,5882,4,4,14,0,26,9,2,1,1,0,1,4,5,R&D,Lab Tech,Married,Medical,Male,Travel_Rarely,3,1
45,4812,2,4,17,0,15,8,4,3,1,2,16,4,2,HR,Manager,Married,Tech Degree,Male,Travel_Rarely,1,0
25,5014,2,3,1,1,12,3,2,2,2,11,7,0,3,R&D,Manager,Married,Marketing,Male,Travel_Rarely,2,1
58,1299,1,2,28,1,16,2,1,1,3,10,8,3,5,R&D,Healthcare Rep,Married,Medical,Female,Travel_Rarely,2,0
56,1324,1,3,12,1,14,1,2,1,1,6,10,3,5,Sales,Healthcare Rep,Single,Tech Degree,Female,Travel_Rarely,0,0
18,1247,2,3,3,0,29,4,1,3,4,13,5,1,5,R&D,Research Sci,Married,Other,Female,Travel_Rarely,0,0
20,1000,4,1,9,1,24,3,4,4,3,14,13,5,5,Sales,Healthcare Rep,Single,HR,Male,Travel_Rarely,2,1
30,5331,3,3,30,0,15,7,2,3,4,3,0,1,3,Sales,Research Sci,Married,HR,Female,Travel_Frequently,1,0
45,9419,3,1,7,0,23,6,1,3,3,6,6,2,1,R&D,Sales Exec,Single,HR,Male,Travel_Rarely,0,0
42,6442,2,1,2,0,15,5,4,3,3,11,8,5,3,HR,Lab Tech,Married,Marketing,Male,Travel_Rarely,2,0
50,7853,1,4,8,0,19,1,2,2,1,10,10,6,3,Sales,Research Sci,Married,Medical,Male,Travel_Rarely,2,0
55,2594,1,1,29,0,8,2,4,4,2,12,15,2,2,Sales,Healthcare Rep,Married,Medical,Female,Travel_Rarely,0,0
23,5307,4,1,10,0,2,9,1,2,1,13,1,1,4,R&D,Manager,Single,Life Sci,Female,Non-Travel,3,0
49,2186,3,4,34,0,2,8,2,3,3,4,14,5,4,Sales,Director,Single,HR,Male,Travel_Rarely,1,0
38,3727,4,3,36,0,27,8,2,4,1,5,2,5,2,R&D,Sales Exec,Married,Marketing,Male,Travel_Rarely,3,0
33,3285,3,2,12,0,10,4,2,1,1,13,3,2,3,R&D,Mfg Dir,Married,Tech Degree,Female,Travel_Rarely,3,0
38,1000,2,2,35,0,3,2,4,4,3,6,6,0,2,R&D,HR,Single,Marketing,Female,Non-Travel,1,0
28,2447,3,2,12,1,23,1,4,3,3,14,11,3,5,Sales,Research Sci,Divorced,Medical,Female,Non-Travel,1,0
54,16596,4,3,11,0,17,7,1,4,1,12,3,5,2,Sales,Healthcare Rep,Married,HR,Female,Travel_Rarely,0,0
53,1428,4,1,36,1,8,5,3,1,1,9,9,6,2,R&D,Sales Exec,Single,Life Sci,Female,Travel_Rarely,0,0
52,1000,4,2,9,0,28,9,2,1,1,11,5,6,5,HR,HR,Married,Other,Female,Travel_Rarely,0,0
36,2711,2,3,8,0,23,6,2,4,4,6,13,5,4,Sales,Mfg Dir,Married,Marketing,Female,Travel_Rarely,1,0
37,7811,3,1,6,0,4,0,1,1,1,6,2,2,5,Sales,Manager,Married,Life Sci,Male,Travel_Rarely,3,0
35,4363,3,4,1,0,14,0,2,2,4,6,16,5,1,Sales,Manager,Single,Medical,Male,Travel_Rarely,1,0
58,5712,4,2,22,1,21,9,4,4,2,10,10,2,2,R&D,Research Sci,Single,Tech Degree,Female,Travel_Rarely,0,0
31,1051,3,1,38,0,10,1,4,1,4,12,9,0,2,R&D,Research Sci,Single,Marketing,Female,Travel_Rarely,3,0
32,4824,1,2,39,0,29,9,2,1,1,12,9,6,4,R&D,Healthcare Rep,Married,Other,Male,Travel_Rarely,0,0
48,1954,1,2,38,1,1,2,2,4,2,6,9,5,3,R&D,Director,Divorced,Medical,Female,Travel_Rarely,3,0
18,8987,1,2,20,0,4,0,4,2,4,2,2,4,5,R&D,Healthcare Rep,Married,HR,Male,Travel_Rarely,0,0
20,4961,3,1,22,0,1,4,2,4,4,14,14,1,3,HR,Lab Tech,Divorced,Marketing,Male,Non-Travel,1,1
33,1108,2,3,28,0,17,2,4,1,3,11,16,6,1,Sales,Sales Exec,Single,Life Sci,Female,Travel_Rarely,2,0
40,1000,2,1,13,0,26,0,3,4,2,2,11,0,5,Sales,Sales Exec,Single,Marketing,Male,Travel_Rarely,2,0
28,1000,2,2,25,0,17,7,3,1,3,6,4,4,1,Sales,Manager,Married,Medical,Female,Travel_Rarely,3,0
29,2321,2,1,4,0,7,5,2,3,2,13,15,6,1,HR,Sales Rep,Single,Medical,Female,Travel_Rarely,1,0
27,1545,1,4,30,1,23,8,2,4,4,1,14,0,1,R&D,Healthcare Rep,Married,Life Sci,Male,Travel_Rarely,0,1
49,5193,1,3,24,0,20,2,2,4,3,13,14,3,5,R&D,Research Sci,Married,Other,Male,Travel_Rarely,3,0
33,3459,4,1,30,0,15,8,4,1,1,1,5,0,5,Sales,Sales Exec,Single,Medical,Male,Travel_Rarely,3,0
25,1546,3,4,19,0,13,8,3,1,4,2,11,0,4,Sales,Research Sci,Married,Marketing,Female,Travel_Rarely,0,0
55,1000,3,3,16,1,28,0,3,1,2,13,1,3,2,Sales,Healthcare Rep,Married,Other,Female,Travel_Rarely,0,0
29,1000,2,4,1,1,2,2,1,1,2,3,8,5,3,R&D,HR,Married,Life Sci,Female,Travel_Rarely,0,0
41,9999,1,3,24,0,28,5,1,4,3,5,3,1,3,Sales,Research Sci,Divorced,Medical,Female,Non-Travel,1,0
45,1395,2,1,12,0,19,7,2,1,3,12,4,4,1,Sales,Sales Rep,Single,Medical,Female,Non-Travel,2,0
25,5273,4,4,38,0,24,3,4,4,2,7,7,6,5,R&D,Sales Exec,Divorced,Marketing,Female,Travel_Rarely,3,0
45,8321,3,2,27,0,13,4,2,2,4,9,9,2,5,Sales,Healthcare Rep,Married,Medical,Female,Travel_Rarely,3,0
53,4760,3,4,5,0,24,8,3,4,3,9,6,1,1,R&D,Director,Divorced,Marketing,Male,Travel_Rarely,2,0
43,9815,2,3,2,0,11,5,2,1,1,6,13,6,2,Sales,Director,Single,HR,Female,Travel_Rarely,3,0
25,2491,4,1,34,0,27,6,2,1,2,3,4,0,3,R&D,Healthcare Rep,Married,Other,Male,Travel_Rarely,1,0
45,15643,3,3,17,1,22,6,3,2,1,1,15,2,4,R&D,Director,Married,Marketing,Male,Travel_Rarely,0,0
45,1000,4,4,10,0,15,3,3,4,2,1,14,3,2,HR,Sales Exec,Married,Tech Degree,Female,Travel_Frequently,2,0
54,1000,4,4,19,1,10,3,3,2,1,14,4,1,5,R&D,HR,Married,Medical,Male,Travel_Rarely,1,0
58,5374,2,2,4,0,9,3,3,4,4,3,2,5,1,HR,Research Sci,Married,HR,Male,Travel_Rarely,0,1
53,14308,1,1,18,0,27,4,1,1,2,5,9,4,3,HR,Sales Rep,Divorced,Other,Male,Travel_Rarely,2,0
44,8274,2,1,21,0,28,4,4,4,4,2,4,1,1,R&D,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,1,0
34,1000,1,4,18,0,9,7,4,1,3,5,14,1,5,HR,Sales Exec,Single,Tech Degree,Male,Non-Travel,2,0
26,1638,4,1,15,0,20,8,3,1,2,4,7,5,1,R&D,Manager,Married,Life Sci,Female,Travel_Rarely,2,0
50,13319,1,2,23,0,28,1,4,3,4,4,1,2,3,R&D,Lab Tech,Married,Tech Degree,Female,Travel_Rarely,1,0
